Horario;Conta;Instrumento;Lado;Qtd Ordem;Qtd Execucao Atual;Qtd Executada Acumulada;Preco Executado;Notional Ordem;Notional Exec Atual;Notional Exec Acumulada;Entering Trader
2025-06-29T16:20:57.391125900;ACC004;ABEV3;1;1514;1514;1514;15.48;23436.72;23436.72;23436.72;TRADER529
2025-06-29T16:20:57.391125900;ACC010;BBDC4;1;4947;4947;4947;12.70;62826.90;62826.90;62826.90;TRADER388
2025-06-29T16:20:57.391125900;ACC005;WEGE3;2;9133;9133;9133;11.76;107404.08;107404.08;107404.08;TRADER273
2025-06-29T16:20:57.391125900;ACC001;RENT3;2;3298;3298;3298;17.70;58374.60;58374.60;58374.60;TRADER534
2025-06-29T16:20:57.391125900;ACC010;BBDC4;1;2804;2804;2804;10.78;30227.12;30227.12;30227.12;TRADER15
2025-06-29T16:20:57.391125900;ACC009;SUZB3;1;5248;5248;5248;21.60;113356.80;113356.80;113356.80;TRADER711
2025-06-29T16:20:57.391125900;ACC004;RADL3;1;1425;1425;1425;19.90;28357.50;28357.50;28357.50;TRADER211
2025-06-29T16:20:57.391125900;ACC002;RENT3;2;2645;2645;2645;11.82;31263.90;31263.90;31263.90;TRADER756
2025-06-29T16:20:57.391125900;ACC008;PETR4;1;9951;9951;9951;29.89;297435.39;297435.39;297435.39;TRADER667
2025-06-29T16:20:57.391125900;ACC007;ABEV3;2;2315;2315;2315;29.66;68662.90;68662.90;68662.90;TRADER830
2025-06-29T16:20:57.391125900;ACC007;RENT3;2;9090;9090;9090;16.58;150712.20;150712.20;150712.20;TRADER142
2025-06-29T16:20:57.391125900;ACC002;WEGE3;2;2123;2123;2123;10.89;23119.47;23119.47;23119.47;TRADER835
2025-06-29T16:20:57.391125900;ACC004;PETR4;1;1504;1504;1504;21.40;32185.60;32185.60;32185.60;TRADER170
2025-06-29T16:20:57.391125900;ACC007;SUZB3;2;4374;4374;4374;27.89;121990.86;121990.86;121990.86;TRADER977
2025-06-29T16:20:57.391125900;ACC005;WEGE3;1;3825;3825;3825;29.62;113296.50;113296.50;113296.50;TRADER326
2025-06-29T16:20:57.391125900;ACC009;WEGE3;2;2290;2290;2290;26.93;61669.70;61669.70;61669.70;TRADER529
2025-06-29T16:20:57.391125900;ACC005;ITUB4;1;2784;2784;2784;26.22;72996.48;72996.48;72996.48;TRADER21
2025-06-29T16:20:57.391125900;ACC006;RENT3;2;2134;2134;2134;11.31;24135.54;24135.54;24135.54;TRADER399
2025-06-29T16:20:57.391125900;ACC003;RENT3;2;5165;5165;5165;22.52;116315.80;116315.80;116315.80;TRADER406
2025-06-29T16:20:57.391125900;ACC002;SUZB3;2;5630;5630;5630;22.02;123972.60;123972.60;123972.60;TRADER917
2025-06-29T16:20:57.391125900;ACC005;BBDC4;2;5139;5139;5139;29.44;151292.16;151292.16;151292.16;TRADER129
2025-06-29T16:20:57.391125900;ACC004;WEGE3;1;3137;3137;3137;18.81;59006.97;59006.97;59006.97;TRADER78
2025-06-29T16:20:57.391125900;ACC010;SUZB3;2;1253;1253;1253;19.53;24471.09;24471.09;24471.09;TRADER342
2025-06-29T16:20:57.391125900;ACC009;RENT3;2;7167;7167;7167;16.54;118542.18;118542.18;118542.18;TRADER161
2025-06-29T16:20:57.391125900;ACC010;RADL3;2;2597;2597;2597;29.46;76507.62;76507.62;76507.62;TRADER801
2025-06-29T16:20:57.391125900;ACC004;ITUB4;2;7437;7437;7437;23.98;178339.26;178339.26;178339.26;TRADER107
2025-06-29T16:20:57.391125900;ACC001;PETR4;1;4390;4390;4390;15.83;69493.70;69493.70;69493.70;TRADER569
2025-06-29T16:20:57.391125900;ACC006;BBAS3;2;2231;2231;2231;16.30;36365.30;36365.30;36365.30;TRADER488
2025-06-29T16:20:57.391125900;ACC008;ABEV3;1;1201;1201;1201;15.69;18843.69;18843.69;18843.69;TRADER703
2025-06-29T16:20:57.391125900;ACC002;BBAS3;2;8755;8755;8755;25.92;226929.60;226929.60;226929.60;TRADER105
2025-06-29T16:20:57.391125900;ACC004;VALE3;2;8119;8119;8119;21.35;173340.65;173340.65;173340.65;TRADER540
2025-06-29T16:20:57.391125900;ACC004;ABEV3;1;8409;8409;8409;21.38;179784.42;179784.42;179784.42;TRADER16
2025-06-29T16:20:57.391125900;ACC007;WEGE3;2;3110;3110;3110;23.05;71685.50;71685.50;71685.50;TRADER576
2025-06-29T16:20:57.391125900;ACC003;ABEV3;1;8803;8803;8803;26.79;235832.37;235832.37;235832.37;TRADER817
2025-06-29T16:20:57.391125900;ACC004;RENT3;1;2807;2807;2807;16.08;45136.56;45136.56;45136.56;TRADER673
2025-06-29T16:20:57.391125900;ACC010;VALE3;1;7268;7268;7268;27.35;198779.80;198779.80;198779.80;TRADER91
2025-06-29T16:20:57.391125900;ACC009;RENT3;1;6271;6271;6271;13.95;87480.45;87480.45;87480.45;TRADER359
2025-06-29T16:20:57.391125900;ACC007;SUZB3;2;9818;9818;9818;10.93;107310.74;107310.74;107310.74;TRADER85
2025-06-29T16:20:57.391125900;ACC010;RADL3;1;4216;4216;4216;29.04;122432.64;122432.64;122432.64;TRADER546
2025-06-29T16:20:57.391125900;ACC003;PETR4;2;3718;3718;3718;26.73;99382.14;99382.14;99382.14;TRADER872
2025-06-29T16:20:57.391125900;ACC006;ABEV3;2;1381;1381;1381;19.19;26501.39;26501.39;26501.39;TRADER513
2025-06-29T16:20:57.391125900;ACC009;SUZB3;2;9126;9126;9126;28.03;255801.78;255801.78;255801.78;TRADER897
2025-06-29T16:20:57.391125900;ACC001;BBDC4;2;8946;8946;8946;27.03;241810.38;241810.38;241810.38;TRADER737
2025-06-29T16:20:57.391125900;ACC010;VALE3;1;1172;1172;1172;12.47;14614.84;14614.84;14614.84;TRADER865
2025-06-29T16:20:57.391125900;ACC002;VALE3;2;6148;6148;6148;10.18;62586.64;62586.64;62586.64;TRADER79
2025-06-29T16:20:57.391125900;ACC007;VALE3;2;6635;6635;6635;24.49;162491.15;162491.15;162491.15;TRADER271
2025-06-29T16:20:57.391125900;ACC007;SUZB3;2;5510;5510;5510;21.63;119181.30;119181.30;119181.30;TRADER180
2025-06-29T16:20:57.391125900;ACC002;RENT3;1;2463;2463;2463;19.91;49038.33;49038.33;49038.33;TRADER376
2025-06-29T16:20:57.391125900;ACC009;ABEV3;2;3832;3832;3832;20.67;79207.44;79207.44;79207.44;TRADER474
2025-06-29T16:20:57.391125900;ACC009;ABEV3;2;3254;3254;3254;29.45;95830.30;95830.30;95830.30;TRADER583
2025-06-29T16:20:57.391125900;ACC009;PETR4;1;4724;4724;4724;26.20;123768.80;123768.80;123768.80;TRADER215
2025-06-29T16:20:57.391125900;ACC008;RADL3;2;1154;1154;1154;10.35;11943.90;11943.90;11943.90;TRADER195
2025-06-29T16:20:57.391125900;ACC006;RENT3;1;9331;9331;9331;10.28;95922.68;95922.68;95922.68;TRADER311
2025-06-29T16:20:57.391125900;ACC001;BBDC4;2;2847;2847;2847;10.87;30946.89;30946.89;30946.89;TRADER560
2025-06-29T16:20:57.391125900;ACC004;SUZB3;2;8580;8580;8580;14.77;126726.60;126726.60;126726.60;TRADER193
2025-06-29T16:20:57.391125900;ACC006;ABEV3;2;3664;3664;3664;17.47;64010.08;64010.08;64010.08;TRADER712
2025-06-29T16:20:57.391125900;ACC007;SUZB3;2;3765;3765;3765;21.31;80232.15;80232.15;80232.15;TRADER867
2025-06-29T16:20:57.391125900;ACC005;PETR4;1;6851;6851;6851;17.17;117631.67;117631.67;117631.67;TRADER14
2025-06-29T16:20:57.391125900;ACC002;RADL3;1;1302;1302;1302;20.28;26404.56;26404.56;26404.56;TRADER257
2025-06-29T16:20:57.391125900;ACC003;WEGE3;1;9394;9394;9394;21.64;203286.16;203286.16;203286.16;TRADER999
2025-06-29T16:20:57.391125900;ACC006;SUZB3;1;9975;9975;9975;10.21;101844.75;101844.75;101844.75;TRADER33
2025-06-29T16:20:57.391125900;ACC010;WEGE3;1;6432;6432;6432;26.92;173149.44;173149.44;173149.44;TRADER393
2025-06-29T16:20:57.391125900;ACC010;RADL3;1;2302;2302;2302;23.82;54833.64;54833.64;54833.64;TRADER962
2025-06-29T16:20:57.391125900;ACC010;RENT3;1;3620;3620;3620;21.74;78698.80;78698.80;78698.80;TRADER763
2025-06-29T16:20:57.391125900;ACC008;BBDC4;1;9644;9644;9644;23.20;223740.80;223740.80;223740.80;TRADER136
2025-06-29T16:20:57.391125900;ACC002;BBAS3;1;5954;5954;5954;27.26;162306.04;162306.04;162306.04;TRADER838
2025-06-29T16:20:57.391125900;ACC008;ABEV3;2;5007;5007;5007;14.85;74353.95;74353.95;74353.95;TRADER18
2025-06-29T16:20:57.391125900;ACC005;BBDC4;2;9433;9433;9433;17.43;164417.19;164417.19;164417.19;TRADER37
2025-06-29T16:20:57.391125900;ACC010;ABEV3;1;3694;3694;3694;21.44;79199.36;79199.36;79199.36;TRADER409
2025-06-29T16:20:57.391125900;ACC005;WEGE3;2;9907;9907;9907;15.59;154450.13;154450.13;154450.13;TRADER189
2025-06-29T16:20:57.391125900;ACC003;ITUB4;1;2498;2498;2498;14.89;37195.22;37195.22;37195.22;TRADER809
2025-06-29T16:20:57.391125900;ACC007;BBDC4;1;8701;8701;8701;25.96;225877.96;225877.96;225877.96;TRADER109
2025-06-29T16:20:57.391125900;ACC008;ABEV3;1;1257;1257;1257;21.50;27025.50;27025.50;27025.50;TRADER998
2025-06-29T16:20:57.391125900;ACC001;BBDC4;1;6544;6544;6544;12.96;84810.24;84810.24;84810.24;TRADER103
2025-06-29T16:20:57.391125900;ACC010;BBDC4;1;2564;2564;2564;16.22;41588.08;41588.08;41588.08;TRADER428
2025-06-29T16:20:57.391125900;ACC009;ITUB4;2;7655;7655;7655;20.26;155090.30;155090.30;155090.30;TRADER45
2025-06-29T16:20:57.391125900;ACC001;VALE3;1;4207;4207;4207;15.85;66680.95;66680.95;66680.95;TRADER446
2025-06-29T16:20:57.391125900;ACC002;VALE3;1;3870;3870;3870;24.74;95743.80;95743.80;95743.80;TRADER403
2025-06-29T16:20:57.391125900;ACC003;ITUB4;2;7121;7121;7121;29.42;209499.82;209499.82;209499.82;TRADER146
2025-06-29T16:20:57.391125900;ACC003;ABEV3;1;7257;7257;7257;11.25;81641.25;81641.25;81641.25;TRADER243
2025-06-29T16:20:57.391125900;ACC010;BBDC4;2;4433;4433;4433;22.30;98855.90;98855.90;98855.90;TRADER276
2025-06-29T16:20:57.391125900;ACC001;PETR4;2;1188;1188;1188;28.39;33727.32;33727.32;33727.32;TRADER604
2025-06-29T16:20:57.391125900;ACC007;SUZB3;2;4032;4032;4032;18.64;75156.48;75156.48;75156.48;TRADER574
2025-06-29T16:20:57.391125900;ACC001;PETR4;2;6295;6295;6295;15.51;97635.45;97635.45;97635.45;TRADER778
2025-06-29T16:20:57.391125900;ACC005;ABEV3;2;8309;8309;8309;17.35;144161.15;144161.15;144161.15;TRADER422
2025-06-29T16:20:57.391125900;ACC003;PETR4;2;5305;5305;5305;12.86;68222.30;68222.30;68222.30;TRADER2
2025-06-29T16:20:57.391125900;ACC010;PETR4;2;4965;4965;4965;15.04;74673.60;74673.60;74673.60;TRADER451
2025-06-29T16:20:57.391125900;ACC002;SUZB3;1;2996;2996;2996;26.94;80712.24;80712.24;80712.24;TRADER414
2025-06-29T16:20:57.391125900;ACC005;VALE3;1;3441;3441;3441;15.59;53645.19;53645.19;53645.19;TRADER554
2025-06-29T16:20:57.391125900;ACC009;RENT3;2;6015;6015;6015;21.41;128781.15;128781.15;128781.15;TRADER2
2025-06-29T16:20:57.391125900;ACC009;VALE3;1;8637;8637;8637;12.71;109776.27;109776.27;109776.27;TRADER359
2025-06-29T16:20:57.391125900;ACC010;ABEV3;2;1116;1116;1116;19.33;21572.28;21572.28;21572.28;TRADER83
2025-06-29T16:20:57.391125900;ACC010;ABEV3;2;8635;8635;8635;22.43;193683.05;193683.05;193683.05;TRADER740
2025-06-29T16:20:57.391125900;ACC009;BBDC4;2;7440;7440;7440;12.57;93520.80;93520.80;93520.80;TRADER995
2025-06-29T16:20:57.391125900;ACC008;RENT3;2;6433;6433;6433;18.51;119074.83;119074.83;119074.83;TRADER414
2025-06-29T16:20:57.391125900;ACC010;PETR4;2;7195;7195;7195;18.27;131452.65;131452.65;131452.65;TRADER481
2025-06-29T16:20:57.391125900;ACC004;ITUB4;1;1226;1226;1226;23.54;28860.04;28860.04;28860.04;TRADER428
2025-06-29T16:20:57.391125900;ACC005;ABEV3;1;5413;5413;5413;15.05;81465.65;81465.65;81465.65;TRADER863
2025-06-29T16:20:57.391125900;ACC002;BBAS3;1;6050;6050;6050;20.62;124751.00;124751.00;124751.00;TRADER471
2025-06-29T16:20:57.391125900;ACC002;WEGE3;2;7452;7452;7452;11.46;85399.92;85399.92;85399.92;TRADER454
2025-06-29T16:20:57.391125900;ACC005;PETR4;1;1310;1310;1310;18.54;24287.40;24287.40;24287.40;TRADER396
2025-06-29T16:20:57.391125900;ACC010;PETR4;2;2607;2607;2607;12.10;31544.70;31544.70;31544.70;TRADER867
2025-06-29T16:20:57.391125900;ACC010;RENT3;1;3397;3397;3397;17.51;59481.47;59481.47;59481.47;TRADER516
2025-06-29T16:20:57.391125900;ACC002;WEGE3;2;1429;1429;1429;22.82;32609.78;32609.78;32609.78;TRADER727
2025-06-29T16:20:57.391125900;ACC006;ABEV3;1;7904;7904;7904;24.83;196256.32;196256.32;196256.32;TRADER574
2025-06-29T16:20:57.391125900;ACC009;RENT3;2;3788;3788;3788;13.08;49547.04;49547.04;49547.04;TRADER780
2025-06-29T16:20:57.391125900;ACC009;BBDC4;1;6003;6003;6003;19.68;118139.04;118139.04;118139.04;TRADER403
2025-06-29T16:20:57.391125900;ACC004;ABEV3;2;5016;5016;5016;18.01;90338.16;90338.16;90338.16;TRADER636
2025-06-29T16:20:57.391125900;ACC008;ABEV3;1;6614;6614;6614;28.13;186051.82;186051.82;186051.82;TRADER828
2025-06-29T16:20:57.391125900;ACC010;PETR4;2;8667;8667;8667;23.32;202114.44;202114.44;202114.44;TRADER39
2025-06-29T16:20:57.391125900;ACC009;VALE3;2;6264;6264;6264;24.70;154720.80;154720.80;154720.80;TRADER11
2025-06-29T16:20:57.391125900;ACC001;RADL3;2;7187;7187;7187;18.29;131450.23;131450.23;131450.23;TRADER639
2025-06-29T16:20:57.391125900;ACC010;RENT3;2;7711;7711;7711;17.72;136638.92;136638.92;136638.92;TRADER0
2025-06-29T16:20:57.391125900;ACC007;RENT3;1;3619;3619;3619;11.21;40568.99;40568.99;40568.99;TRADER980
2025-06-29T16:20:57.391125900;ACC002;BBAS3;2;4102;4102;4102;19.40;79578.80;79578.80;79578.80;TRADER296
2025-06-29T16:20:57.391125900;ACC001;ABEV3;2;3008;3008;3008;20.62;62024.96;62024.96;62024.96;TRADER872
2025-06-29T16:20:57.391125900;ACC008;RENT3;2;7142;7142;7142;16.45;117485.90;117485.90;117485.90;TRADER931
2025-06-29T16:20:57.391125900;ACC005;WEGE3;2;8238;8238;8238;12.83;105693.54;105693.54;105693.54;TRADER447
2025-06-29T16:20:57.391125900;ACC007;RADL3;2;4116;4116;4116;12.22;50297.52;50297.52;50297.52;TRADER983
2025-06-29T16:20:57.391125900;ACC005;WEGE3;1;1904;1904;1904;29.96;57043.84;57043.84;57043.84;TRADER392
2025-06-29T16:20:57.391125900;ACC003;RADL3;1;9381;9381;9381;28.55;267827.55;267827.55;267827.55;TRADER738
2025-06-29T16:20:57.391125900;ACC004;BBDC4;1;8699;8699;8699;10.17;88468.83;88468.83;88468.83;TRADER651
2025-06-29T16:20:57.406762800;ACC008;RENT3;2;6136;6136;6136;26.88;164935.68;164935.68;164935.68;TRADER94
2025-06-29T16:20:57.406762800;ACC004;ABEV3;1;7586;7586;7586;13.48;102259.28;102259.28;102259.28;TRADER72
2025-06-29T16:20:57.406762800;ACC010;RADL3;2;1896;1896;1896;23.93;45371.28;45371.28;45371.28;TRADER596
2025-06-29T16:20:57.406762800;ACC003;SUZB3;2;4481;4481;4481;19.61;87872.41;87872.41;87872.41;TRADER468
2025-06-29T16:20:57.406762800;ACC004;RADL3;1;3711;3711;3711;15.45;57334.95;57334.95;57334.95;TRADER491
2025-06-29T16:20:57.406762800;ACC002;PETR4;1;8209;8209;8209;16.64;136597.76;136597.76;136597.76;TRADER661
2025-06-29T16:20:57.406762800;ACC008;RENT3;1;7363;7363;7363;18.39;135405.57;135405.57;135405.57;TRADER920
2025-06-29T16:20:57.406762800;ACC007;PETR4;1;4632;4632;4632;11.46;53082.72;53082.72;53082.72;TRADER720
2025-06-29T16:20:57.406762800;ACC002;WEGE3;1;8476;8476;8476;12.84;108831.84;108831.84;108831.84;TRADER925
2025-06-29T16:20:57.406762800;ACC005;PETR4;1;9010;9010;9010;10.03;90370.30;90370.30;90370.30;TRADER339
2025-06-29T16:20:57.406762800;ACC007;ITUB4;1;3922;3922;3922;18.06;70831.32;70831.32;70831.32;TRADER538
2025-06-29T16:20:57.406762800;ACC009;VALE3;1;4122;4122;4122;29.54;121763.88;121763.88;121763.88;TRADER314
2025-06-29T16:20:57.406762800;ACC001;VALE3;2;3612;3612;3612;22.86;82570.32;82570.32;82570.32;TRADER352
2025-06-29T16:20:57.406762800;ACC006;RENT3;2;4452;4452;4452;28.10;125101.20;125101.20;125101.20;TRADER491
2025-06-29T16:20:57.406762800;ACC001;RADL3;2;9853;9853;9853;28.17;277559.01;277559.01;277559.01;TRADER430
2025-06-29T16:20:57.406762800;ACC001;ABEV3;1;9423;9423;9423;10.32;97245.36;97245.36;97245.36;TRADER188
2025-06-29T16:20:57.406762800;ACC001;RENT3;1;7477;7477;7477;13.95;104304.15;104304.15;104304.15;TRADER914
2025-06-29T16:20:57.406762800;ACC006;PETR4;2;4297;4297;4297;15.09;64841.73;64841.73;64841.73;TRADER905
2025-06-29T16:20:57.406762800;ACC006;RADL3;1;6197;6197;6197;26.08;161617.76;161617.76;161617.76;TRADER420
2025-06-29T16:20:57.406762800;ACC003;BBDC4;1;4550;4550;4550;22.93;104331.50;104331.50;104331.50;TRADER504
2025-06-29T16:20:57.406762800;ACC005;BBAS3;1;7790;7790;7790;23.68;184467.20;184467.20;184467.20;TRADER419
2025-06-29T16:20:57.406762800;ACC006;BBDC4;2;1251;1251;1251;26.12;32676.12;32676.12;32676.12;TRADER775
2025-06-29T16:20:57.406762800;ACC002;ABEV3;1;8358;8358;8358;12.20;101967.60;101967.60;101967.60;TRADER914
2025-06-29T16:20:57.406762800;ACC005;PETR4;1;2312;2312;2312;23.51;54355.12;54355.12;54355.12;TRADER18
2025-06-29T16:20:57.406762800;ACC003;WEGE3;2;3144;3144;3144;18.25;57378.00;57378.00;57378.00;TRADER338
2025-06-29T16:20:57.406762800;ACC003;BBDC4;1;5002;5002;5002;26.83;134203.66;134203.66;134203.66;TRADER671
2025-06-29T16:20:57.406762800;ACC005;BBAS3;1;4881;4881;4881;27.60;134715.60;134715.60;134715.60;TRADER785
2025-06-29T16:20:57.406762800;ACC008;PETR4;2;1631;1631;1631;16.55;26993.05;26993.05;26993.05;TRADER476
2025-06-29T16:20:57.406762800;ACC009;BBAS3;1;6879;6879;6879;26.60;182981.40;182981.40;182981.40;TRADER994
2025-06-29T16:20:57.406762800;ACC009;RENT3;2;4929;4929;4929;24.69;121697.01;121697.01;121697.01;TRADER321
2025-06-29T16:20:57.406762800;ACC004;RADL3;1;9117;9117;9117;21.76;198385.92;198385.92;198385.92;TRADER536
2025-06-29T16:20:57.406762800;ACC010;VALE3;2;4644;4644;4644;22.16;102911.04;102911.04;102911.04;TRADER806
2025-06-29T16:20:57.406762800;ACC005;SUZB3;2;6971;6971;6971;17.64;122968.44;122968.44;122968.44;TRADER763
2025-06-29T16:20:57.406762800;ACC009;BBAS3;2;8783;8783;8783;16.02;140703.66;140703.66;140703.66;TRADER922
2025-06-29T16:20:57.406762800;ACC006;PETR4;2;5235;5235;5235;16.50;86377.50;86377.50;86377.50;TRADER228
2025-06-29T16:20:57.406762800;ACC010;RENT3;1;8030;8030;8030;26.40;211992.00;211992.00;211992.00;TRADER136
2025-06-29T16:20:57.406762800;ACC004;RADL3;1;2337;2337;2337;21.40;50011.80;50011.80;50011.80;TRADER502
2025-06-29T16:20:57.406762800;ACC002;SUZB3;2;5642;5642;5642;12.19;68775.98;68775.98;68775.98;TRADER644
2025-06-29T16:20:57.406762800;ACC009;ABEV3;1;8307;8307;8307;13.51;112227.57;112227.57;112227.57;TRADER24
2025-06-29T16:20:57.406762800;ACC001;BBAS3;1;4135;4135;4135;21.77;90018.95;90018.95;90018.95;TRADER878
2025-06-29T16:20:57.406762800;ACC001;PETR4;2;7089;7089;7089;16.42;116401.38;116401.38;116401.38;TRADER576
2025-06-29T16:20:57.406762800;ACC003;WEGE3;1;1086;1086;1086;27.50;29865.00;29865.00;29865.00;TRADER711
2025-06-29T16:20:57.406762800;ACC005;VALE3;1;5160;5160;5160;23.07;119041.20;119041.20;119041.20;TRADER208
2025-06-29T16:20:57.406762800;ACC009;SUZB3;2;4561;4561;4561;21.52;98152.72;98152.72;98152.72;TRADER808
2025-06-29T16:20:57.406762800;ACC006;SUZB3;2;2332;2332;2332;10.70;24952.40;24952.40;24952.40;TRADER152
2025-06-29T16:20:57.406762800;ACC003;BBAS3;2;9549;9549;9549;10.91;104179.59;104179.59;104179.59;TRADER228
2025-06-29T16:20:57.406762800;ACC003;ITUB4;2;2140;2140;2140;12.89;27584.60;27584.60;27584.60;TRADER792
2025-06-29T16:20:57.406762800;ACC007;ABEV3;1;3773;3773;3773;12.55;47351.15;47351.15;47351.15;TRADER812
2025-06-29T16:20:57.406762800;ACC008;BBAS3;2;1837;1837;1837;15.58;28620.46;28620.46;28620.46;TRADER925
2025-06-29T16:20:57.406762800;ACC002;BBAS3;2;3777;3777;3777;20.18;76219.86;76219.86;76219.86;TRADER434
2025-06-29T16:20:57.406762800;ACC009;PETR4;1;5215;5215;5215;21.11;110088.65;110088.65;110088.65;TRADER347
2025-06-29T16:20:57.406762800;ACC008;ABEV3;1;8068;8068;8068;22.49;181449.32;181449.32;181449.32;TRADER561
2025-06-29T16:20:57.406762800;ACC006;ITUB4;1;8592;8592;8592;11.36;97605.12;97605.12;97605.12;TRADER318
2025-06-29T16:20:57.406762800;ACC009;SUZB3;2;4188;4188;4188;25.25;105747.00;105747.00;105747.00;TRADER263
2025-06-29T16:20:57.406762800;ACC010;WEGE3;2;2170;2170;2170;19.81;42987.70;42987.70;42987.70;TRADER439
2025-06-29T16:20:57.406762800;ACC010;WEGE3;2;8839;8839;8839;14.41;127369.99;127369.99;127369.99;TRADER106
2025-06-29T16:20:57.406762800;ACC002;PETR4;1;5859;5859;5859;11.38;66675.42;66675.42;66675.42;TRADER29
2025-06-29T16:20:57.406762800;ACC006;ITUB4;1;4984;4984;4984;28.39;141495.76;141495.76;141495.76;TRADER157
2025-06-29T16:20:57.406762800;ACC006;WEGE3;2;7547;7547;7547;10.27;77507.69;77507.69;77507.69;TRADER269
2025-06-29T16:20:57.406762800;ACC008;ITUB4;2;7066;7066;7066;21.39;151141.74;151141.74;151141.74;TRADER308
2025-06-29T16:20:57.406762800;ACC008;BBAS3;2;5855;5855;5855;14.34;83960.70;83960.70;83960.70;TRADER919
2025-06-29T16:20:57.406762800;ACC006;BBAS3;2;4537;4537;4537;11.15;50587.55;50587.55;50587.55;TRADER158
2025-06-29T16:20:57.406762800;ACC010;PETR4;2;9822;9822;9822;22.87;224629.14;224629.14;224629.14;TRADER174
2025-06-29T16:20:57.406762800;ACC004;BBAS3;2;8942;8942;8942;10.26;91744.92;91744.92;91744.92;TRADER421
2025-06-29T16:20:57.406762800;ACC009;ABEV3;1;5627;5627;5627;11.35;63866.45;63866.45;63866.45;TRADER906
2025-06-29T16:20:57.406762800;ACC006;VALE3;2;2119;2119;2119;27.70;58696.30;58696.30;58696.30;TRADER900
2025-06-29T16:20:57.406762800;ACC004;BBDC4;2;3639;3639;3639;21.45;78056.55;78056.55;78056.55;TRADER504
2025-06-29T16:20:57.406762800;ACC007;RADL3;1;9580;9580;9580;21.80;208844.00;208844.00;208844.00;TRADER834
2025-06-29T16:20:57.406762800;ACC001;SUZB3;1;9453;9453;9453;17.47;165143.91;165143.91;165143.91;TRADER17
2025-06-29T16:20:57.406762800;ACC002;PETR4;2;9450;9450;9450;24.08;227556.00;227556.00;227556.00;TRADER201
2025-06-29T16:20:57.406762800;ACC004;RENT3;1;1559;1559;1559;29.28;45647.52;45647.52;45647.52;TRADER40
2025-06-29T16:20:57.406762800;ACC005;VALE3;1;6773;6773;6773;11.30;76534.90;76534.90;76534.90;TRADER52
2025-06-29T16:20:57.406762800;ACC006;ITUB4;2;5413;5413;5413;23.16;125365.08;125365.08;125365.08;TRADER540
2025-06-29T16:20:57.406762800;ACC004;SUZB3;1;8725;8725;8725;23.10;201547.50;201547.50;201547.50;TRADER568
2025-06-29T16:20:57.406762800;ACC010;SUZB3;1;3721;3721;3721;22.10;82234.10;82234.10;82234.10;TRADER137
2025-06-29T16:20:57.406762800;ACC002;WEGE3;2;7214;7214;7214;19.36;139663.04;139663.04;139663.04;TRADER310
2025-06-29T16:20:57.406762800;ACC002;WEGE3;1;2992;2992;2992;29.13;87156.96;87156.96;87156.96;TRADER241
2025-06-29T16:20:57.406762800;ACC003;WEGE3;1;9716;9716;9716;12.82;124559.12;124559.12;124559.12;TRADER687
2025-06-29T16:20:57.406762800;ACC003;WEGE3;1;3273;3273;3273;20.36;66638.28;66638.28;66638.28;TRADER913
2025-06-29T16:20:57.406762800;ACC009;PETR4;2;2522;2522;2522;16.29;41083.38;41083.38;41083.38;TRADER774
2025-06-29T16:20:57.406762800;ACC010;VALE3;1;6030;6030;6030;10.45;63013.50;63013.50;63013.50;TRADER271
2025-06-29T16:20:57.406762800;ACC003;ABEV3;1;5394;5394;5394;26.93;145260.42;145260.42;145260.42;TRADER610
2025-06-29T16:20:57.406762800;ACC007;PETR4;1;1809;1809;1809;19.90;35999.10;35999.10;35999.10;TRADER260
2025-06-29T16:20:57.406762800;ACC004;RENT3;1;2152;2152;2152;24.12;51906.24;51906.24;51906.24;TRADER967
2025-06-29T16:20:57.406762800;ACC007;ITUB4;1;1553;1553;1553;19.91;30920.23;30920.23;30920.23;TRADER769
2025-06-29T16:20:57.406762800;ACC001;VALE3;1;4442;4442;4442;19.91;88440.22;88440.22;88440.22;TRADER140
2025-06-29T16:20:57.406762800;ACC005;SUZB3;1;4311;4311;4311;27.18;117172.98;117172.98;117172.98;TRADER361
2025-06-29T16:20:57.406762800;ACC001;VALE3;1;4260;4260;4260;25.28;107692.80;107692.80;107692.80;TRADER840
2025-06-29T16:20:57.406762800;ACC006;ITUB4;2;4315;4315;4315;15.56;67141.40;67141.40;67141.40;TRADER368
2025-06-29T16:20:57.406762800;ACC004;ABEV3;1;3182;3182;3182;17.31;55080.42;55080.42;55080.42;TRADER852
2025-06-29T16:20:57.406762800;ACC007;BBAS3;1;1728;1728;1728;15.90;27475.20;27475.20;27475.20;TRADER290
2025-06-29T16:20:57.406762800;ACC001;BBAS3;2;1138;1138;1138;26.48;30134.24;30134.24;30134.24;TRADER156
2025-06-29T16:20:57.406762800;ACC002;WEGE3;2;5082;5082;5082;16.57;84208.74;84208.74;84208.74;TRADER282
2025-06-29T16:20:57.406762800;ACC006;RENT3;2;5270;5270;5270;28.19;148561.30;148561.30;148561.30;TRADER673
2025-06-29T16:20:57.406762800;ACC007;RADL3;2;2322;2322;2322;27.35;63506.70;63506.70;63506.70;TRADER929
2025-06-29T16:20:57.406762800;ACC007;ABEV3;2;4381;4381;4381;15.48;67817.88;67817.88;67817.88;TRADER438
